topicId,Dm8Nbn,Flab8at,Flab8ax,GE8MTD2,MITSLStd,Mer8Adtd2,UB99T,apl8c221,att99ate,isa25t,mds08a2,ok8amxc,pir9Aa1,plt8ah2,ric8dpn
422,0.0145,0.8601,0.8625,0.5246,0.6294,0.6017,0.1711,0.4514,0.3889,0.0,0.3328,0.7264,0.2964,0.1241,0.5971
423,0.2612,0.7618,0.7359,0.7916,0.8072,0.6826,0.5153,0.8336,0.7221,0.1406,0.7434,0.7798,0.7801,0.6143,0.7462
424,0.0583,0.3527,0.5918,0.6868,0.5648,0.4496,0.1725,0.5001,0.2238,0.0721,0.1126,0.593,0.4504,0.1009,0.3304
425,0.5745,0.8654,0.8157,0.901,0.8499,0.6451,0.2658,0.5697,0.8328,1.0,0.7671,0.8681,0.4733,0.7353,0.6117
426,0.2161,0.3357,0.5106,0.8018,0.2914,0.2132,0.1978,0.2186,0.0597,0.091,0.1899,0.2416,0.5557,0.0537,0.2108
427,0.1734,0.2962,0.3145,0.6289,0.5492,0.3799,0.0858,0.3999,0.3391,0.0,0.3381,0.4707,0.406,0.3155,0.4264
428,0.0889,0.4676,0.4974,0.5409,0.5023,0.3022,0.027,0.5204,0.3991,0.1743,0.3291,0.4522,0.4617,0.1783,0.4015
429,0.5408,0.2931,0.2689,0.6735,0.2909,0.4561,0.3232,0.1787,0.3018,0.04,0.3254,0.3677,0.3391,0.0,0.3616
430,0.3167,0.6929,0.5278,0.6487,0.7419,0.4868,0.125,0.6197,0.3103,0.0769,0.5012,0.5561,0.6458,0.5883,0.6817
431,0.5223,0.7707,0.734,0.7863,0.695,0.8011,0.7459,0.7332,0.7678,0.1736,0.7329,0.7299,0.491,0.7339,0.5773
432,0.0,0.0,0.0,0.0179,0.0143,0.0336,0.0,0.0244,0.0,0.0,0.023,0.1264,0.0661,0.0,0.0278
433,0.0,0.2823,0.2215,0.149,0.3161,0.0808,0.0,0.0799,0.2162,0.0,0.2882,0.0707,0.3155,0.047,0.2633
434,0.1798,0.7513,0.9271,0.7288,0.8679,0.6311,0.2596,0.4929,0.6369,0.5,0.7063,0.869,0.51,0.6223,0.8396
435,0.1411,0.3081,0.3431,0.4487,0.2954,0.2047,0.4212,0.5726,0.4071,0.0606,0.3957,0.3619,0.3468,0.4184,0.3452
436,0.0686,0.6189,0.5648,0.7517,0.4789,0.3404,0.0562,0.2508,0.7278,0.1743,0.1947,0.2816,0.3159,0.1279,0.3898
437,0.0864,0.0795,0.083,0.2815,0.1225,0.1019,0.1037,0.0,0.0753,0.1024,0.1121,0.0763,0.0902,0.0927,0.0765
438,0.037,0.2066,0.1281,0.5208,0.5779,0.5084,0.3433,0.2515,0.2908,0.0871,0.3964,0.4994,0.15,0.2952,0.4619
439,0.6999,0.1532,0.1687,0.3175,0.1269,0.2011,0.0393,0.0464,0.246,0.0299,0.124,0.1269,0.1582,0.132,0.1001
440,0.0626,0.3268,0.5031,0.7461,0.2858,0.3481,0.2202,0.3702,0.6466,0.2,0.1513,0.4936,0.3465,0.056,0.5456
441,0.5142,0.6655,0.7618,0.7464,0.7135,0.655,0.5833,0.7064,0.6518,0.6598,0.6656,0.6347,0.7432,0.5726,0.697
442,0.0,0.0406,0.1395,0.0909,0.2588,0.0859,0.0,0.2097,0.0115,0.0,0.2378,0.124,0.0952,0.1635,0.5212
443,0.0267,0.4372,0.3199,0.3747,0.5701,0.2032,0.2437,0.1291,0.3304,0.1612,0.2701,0.4664,0.3297,0.3005,0.2372
444,0.2823,0.8096,0.7575,0.6076,0.9399,0.783,0.5,0.9242,0.9397,0.0,0.7571,0.8242,0.848,0.0625,0.8249
445,0.0992,0.6423,0.6303,0.8126,0.7017,0.3447,0.4689,0.5684,0.6295,0.1985,0.5966,0.5346,0.4301,0.4971,0.5039
446,0.076,0.7962,0.706,0.7111,0.592,0.5259,0.022,0.6243,0.7634,0.0,0.3275,0.7407,0.3,0.0639,0.0
447,0.0476,0.1287,0.8813,0.0603,0.2503,0.0604,0.0,0.8843,0.1144,0.0,0.5977,0.5872,0.8427,0.4688,0.4662
448,0.0556,0.0191,0.2004,0.5417,0.1404,0.5319,0.0756,0.0974,0.0,0.0103,0.3125,0.3238,0.0756,0.3912,0.1859
449,0.0998,0.3001,0.4114,0.4214,0.1779,0.4143,0.2917,0.4888,0.3326,0.0,0.2858,0.3555,0.2812,0.3707,0.336
450,0.6799,0.9148,0.8136,0.8787,0.8223,0.7281,0.2482,0.839,0.9341,0.4704,0.8513,0.7685,0.7301,0.8375,0.6693
